filename,img_source,row,col,x,y,w,h,area,digit_label
img1_r000_c000.png,1,0,0,433,217,28,37,709,
img1_r000_c001.png,1,0,1,610,214,22,24,207,
img1_r000_c002.png,1,0,2,671,210,22,38,273,
img1_r000_c003.png,1,0,3,732,213,34,37,412,
img1_r000_c004.png,1,0,4,822,213,27,32,388,
img1_r000_c005.png,1,0,5,899,207,21,42,456,
img1_r000_c006.png,1,0,6,982,203,20,42,264,
img1_r000_c007.png,1,0,7,1041,202,21,46,600,
img1_r000_c008.png,1,0,8,1098,204,33,49,462,
img1_r000_c009.png,1,0,9,1379,211,24,25,409,
img1_r000_c010.png,1,0,10,1610,215,23,32,252,
img1_r000_c011.png,1,0,11,1675,219,26,31,253,
img1_r000_c012.png,1,0,12,1745,207,33,39,371,
img1_r000_c013.png,1,0,13,1823,199,24,38,282,
img1_r000_c014.png,1,0,14,1900,196,21,45,507,
img1_r000_c015.png,1,0,15,1975,197,24,37,242,
img1_r000_c016.png,1,0,16,2033,183,24,53,598,
img1_r000_c017.png,1,0,17,2096,176,24,54,468,
img1_r001_c000.png,1,1,0,441,277,29,32,362,
img1_r001_c001.png,1,1,1,621,285,26,30,237,
img1_r001_c002.png,1,1,2,671,284,22,34,248,
img1_r001_c003.png,1,1,3,735,282,34,43,442,
img1_r001_c004.png,1,1,4,816,292,24,34,404,
img1_r001_c005.png,1,1,5,892,282,24,37,493,
img1_r001_c006.png,1,1,6,993,284,22,46,282,
img1_r001_c007.png,1,1,7,1059,285,19,48,499,
img1_r001_c008.png,1,1,8,1096,280,19,18,170,
img1_r001_c009.png,1,1,9,1371,285,33,38,391,
img1_r001_c010.png,1,1,10,1598,304,23,25,196,
img1_r001_c011.png,1,1,11,1672,298,24,37,282,
img1_r001_c012.png,1,1,12,1746,284,36,37,434,
img1_r001_c013.png,1,1,13,1823,288,25,35,370,
img1_r001_c014.png,1,1,14,1902,274,26,49,567,
img1_r001_c015.png,1,1,15,1976,287,21,32,226,
img1_r001_c016.png,1,1,16,2043,270,15,52,431,
img1_r001_c017.png,1,1,17,2085,260,30,54,622,
img1_r002_c000.png,1,2,0,434,361,22,25,383,
img1_r002_c001.png,1,2,1,506,374,10,33,157,
img1_r002_c002.png,1,2,2,623,368,21,23,169,
img1_r002_c003.png,1,2,3,676,359,19,34,234,
img1_r002_c004.png,1,2,4,723,353,33,45,552,
img1_r002_c005.png,1,2,5,813,362,36,39,384,
img1_r002_c006.png,1,2,6,882,355,27,44,480,
img1_r002_c007.png,1,2,7,981,368,29,42,273,
img1_r002_c008.png,1,2,8,1059,367,21,47,612,
img1_r002_c009.png,1,2,9,1104,364,23,48,451,
img1_r002_c010.png,1,2,10,1370,370,23,34,556,
img1_r002_c011.png,1,2,11,1596,374,26,24,220,
img1_r002_c012.png,1,2,12,1678,370,17,32,251,
img1_r002_c013.png,1,2,13,1761,364,33,45,408,
img1_r002_c014.png,1,2,14,1833,375,26,32,363,
img1_r002_c015.png,1,2,15,1891,365,20,43,423,
img1_r002_c016.png,1,2,16,1954,363,31,42,309,
img1_r002_c017.png,1,2,17,2030,353,25,47,725,
img1_r002_c018.png,1,2,18,2089,349,26,45,534,
img1_r003_c000.png,1,3,0,424,438,27,28,456,
img1_r003_c001.png,1,3,1,613,442,25,27,224,
img1_r003_c002.png,1,3,2,668,434,20,36,274,
img1_r003_c003.png,1,3,3,713,432,26,41,451,
img1_r003_c004.png,1,3,4,796,441,26,34,280,
img1_r003_c005.png,1,3,5,886,429,24,51,589,
img1_r003_c006.png,1,3,6,987,441,24,49,325,
img1_r003_c007.png,1,3,7,1059,441,21,50,643,
img1_r003_c008.png,1,3,8,1098,439,28,48,432,
img1_r003_c009.png,1,3,9,1378,445,21,31,487,
img1_r003_c010.png,1,3,10,1591,460,19,25,181,
img1_r003_c011.png,1,3,11,1669,453,17,29,222,
img1_r003_c012.png,1,3,12,1749,440,34,49,451,
img1_r003_c013.png,1,3,13,1828,453,20,32,232,
img1_r003_c014.png,1,3,14,1885,444,27,41,568,
img1_r003_c015.png,1,3,15,1944,439,31,39,280,
img1_r003_c016.png,1,3,16,2022,426,28,53,733,
img1_r003_c017.png,1,3,17,2087,418,27,49,514,
img1_r004_c000.png,1,4,0,415,515,23,24,380,
img1_r004_c001.png,1,4,1,606,519,22,27,220,
img1_r004_c002.png,1,4,2,652,517,20,33,277,
img1_r004_c003.png,1,4,3,697,512,33,42,452,
img1_r004_c004.png,1,4,4,794,514,35,41,400,
img1_r004_c005.png,1,4,5,882,518,16,44,340,
img1_r004_c006.png,1,4,6,977,532,19,40,249,
img1_r004_c007.png,1,4,7,1052,522,22,51,652,
img1_r004_c008.png,1,4,8,1092,518,26,50,581,
