file,label
0/0000_0.png,0
0/0001_0.png,0
0/0002_0.png,0
0/0003_0.png,0
0/0004_0.png,0
0/0005_0.png,0
0/0006_0.png,0
0/0007_0.png,0
0/0008_0.png,0
0/0009_0.png,0
0/0010_0.png,0
0/0011_0.png,0
0/0012_0.png,0
0/0013_0.png,0
0/0014_0.png,0
0/0015_0.png,0
0/0016_0.png,0
0/0017_0.png,0
0/0018_0.png,0
0/0019_0.png,0
0/0020_0.png,0
0/0021_0.png,0
0/0022_0.png,0
0/0023_0.png,0
0/0024_0.png,0
0/0025_0.png,0
0/0026_0.png,0
0/0027_0.png,0
0/0028_0.png,0
0/0029_0.png,0
0/0030_0.png,0
0/0031_0.png,0
0/0032_0.png,0
0/0033_0.png,0
0/0034_0.png,0
0/0035_0.png,0
0/0036_0.png,0
0/0037_0.png,0
0/0038_0.png,0
0/0039_0.png,0
0/0040_0.png,0
0/0041_0.png,0
0/0042_0.png,0
0/0043_0.png,0
0/0044_0.png,0
0/0045_0.png,0
0/0046_0.png,0
0/0047_0.png,0
0/0048_0.png,0
0/0049_0.png,0
0/0050_0.png,0
0/0051_0.png,0
0/0052_0.png,0
0/0053_0.png,0
0/0054_0.png,0
0/0055_0.png,0
0/0056_0.png,0
0/0057_0.png,0
0/0058_0.png,0
0/0059_0.png,0
0/0060_0.png,0
0/0061_0.png,0
0/0062_0.png,0
0/0063_0.png,0
0/0064_0.png,0
0/0065_0.png,0
0/0066_0.png,0
0/0067_0.png,0
0/0068_0.png,0
0/0069_0.png,0
0/0070_0.png,0
0/0071_0.png,0
0/0072_0.png,0
0/0073_0.png,0
0/0074_0.png,0
0/0075_0.png,0
0/0076_0.png,0
0/0077_0.png,0
0/0078_0.png,0
0/0079_0.png,0
0/0080_0.png,0
0/0081_0.png,0
0/0082_0.png,0
0/0083_0.png,0
0/0084_0.png,0
0/0085_0.png,0
0/0086_0.png,0
0/0087_0.png,0
0/0088_0.png,0
0/0089_0.png,0
0/0090_0.png,0
0/0091_0.png,0
0/0092_0.png,0
0/0093_0.png,0
0/0094_0.png,0
0/0095_0.png,0
0/0096_0.png,0
0/0097_0.png,0
0/0098_0.png,0
0/0099_0.png,0
0/0100_0.png,0
0/0101_0.png,0
0/0102_0.png,0
0/0103_0.png,0
0/0104_0.png,0
0/0105_0.png,0
0/0106_0.png,0
0/0107_0.png,0
0/0108_0.png,0
0/0109_0.png,0
0/0110_0.png,0
0/0111_0.png,0
0/0112_0.png,0
0/0113_0.png,0
0/0114_0.png,0
0/0115_0.png,0
0/0116_0.png,0
0/0117_0.png,0
0/0118_0.png,0
0/0119_0.png,0
0/0120_0.png,0
0/0121_0.png,0
0/0122_0.png,0
0/0123_0.png,0
0/0124_0.png,0
0/0125_0.png,0
0/0126_0.png,0
0/0127_0.png,0
0/0128_0.png,0
0/0129_0.png,0
0/0130_0.png,0
0/0131_0.png,0
0/0132_0.png,0
0/0133_0.png,0
0/0134_0.png,0
0/0135_0.png,0
0/0136_0.png,0
0/0137_0.png,0
0/0138_0.png,0
0/0139_0.png,0
0/0140_0.png,0
0/0141_0.png,0
0/0142_0.png,0
0/0143_0.png,0
0/0144_0.png,0
0/0145_0.png,0
0/0146_0.png,0
0/0147_0.png,0
0/0148_0.png,0
0/0149_0.png,0
0/0150_0.png,0
0/0151_0.png,0
0/0152_0.png,0
0/0153_0.png,0
0/0154_0.png,0
0/0155_0.png,0
0/0156_0.png,0
0/0157_0.png,0
0/0158_0.png,0
0/0159_0.png,0
0/0160_0.png,0
0/0161_0.png,0
0/0162_0.png,0
0/0163_0.png,0
0/0164_0.png,0
0/0165_0.png,0
0/0166_0.png,0
0/0167_0.png,0
0/0168_0.png,0
0/0169_0.png,0
0/0170_0.png,0
0/0171_0.png,0
0/0172_0.png,0
0/0173_0.png,0
0/0174_0.png,0
0/0175_0.png,0
0/0176_0.png,0
0/0177_0.png,0
0/0178_0.png,0
0/0179_0.png,0
0/0180_0.png,0
0/0181_0.png,0
0/0182_0.png,0
0/0183_0.png,0
0/0184_0.png,0
0/0185_0.png,0
0/0186_0.png,0
0/0187_0.png,0
0/0188_0.png,0
0/0189_0.png,0
0/0190_0.png,0
0/0191_0.png,0
0/0192_0.png,0
0/0193_0.png,0
0/0194_0.png,0
0/0195_0.png,0
0/0196_0.png,0
0/0197_0.png,0
0/0198_0.png,0
0/0199_0.png,0
0/0200_0.png,0
0/0201_0.png,0
0/0202_0.png,0
0/0203_0.png,0
0/0204_0.png,0
0/0205_0.png,0
0/0206_0.png,0
0/0207_0.png,0
0/0208_0.png,0
0/0209_0.png,0
0/0210_0.png,0
0/0211_0.png,0
0/0212_0.png,0
0/0213_0.png,0
0/0214_0.png,0
0/0215_0.png,0
0/0216_0.png,0
0/0217_0.png,0
0/0218_0.png,0
0/0219_0.png,0
0/0220_0.png,0
0/0221_0.png,0
0/0222_0.png,0
0/0223_0.png,0
0/0224_0.png,0
0/0225_0.png,0
0/0226_0.png,0
0/0227_0.png,0
0/0228_0.png,0
0/0229_0.png,0
0/0230_0.png,0
0/0231_0.png,0
0/0232_0.png,0
0/0233_0.png,0
0/0234_0.png,0
0/0235_0.png,0
0/0236_0.png,0
0/0237_0.png,0
0/0238_0.png,0
0/0239_0.png,0
0/0240_0.png,0
0/0241_0.png,0
0/0242_0.png,0
0/0243_0.png,0
0/0244_0.png,0
0/0245_0.png,0
0/0246_0.png,0
0/0247_0.png,0
0/0248_0.png,0
0/0249_0.png,0
0/0250_0.png,0
0/0251_0.png,0
0/0252_0.png,0
0/0253_0.png,0
0/0254_0.png,0
0/0255_0.png,0
0/0256_0.png,0
0/0257_0.png,0
0/0258_0.png,0
0/0259_0.png,0
0/0260_0.png,0
0/0261_0.png,0
0/0262_0.png,0
0/0263_0.png,0
0/0264_0.png,0
0/0265_0.png,0
0/0266_0.png,0
0/0267_0.png,0
0/0268_0.png,0
0/0269_0.png,0
0/0270_0.png,0
0/0271_0.png,0
0/0272_0.png,0
0/0273_0.png,0
0/0274_0.png,0
0/0275_0.png,0
0/0276_0.png,0
0/0277_0.png,0
0/0278_0.png,0
0/0279_0.png,0
0/0280_0.png,0
0/0281_0.png,0
0/0282_0.png,0
0/0283_0.png,0
0/0284_0.png,0
0/0285_0.png,0
0/0286_0.png,0
0/0287_0.png,0
0/0288_0.png,0
0/0289_0.png,0
0/0290_0.png,0
0/0291_0.png,0
0/0292_0.png,0
0/0293_0.png,0
0/0294_0.png,0
0/0295_0.png,0
0/0296_0.png,0
0/0297_0.png,0
0/0298_0.png,0
0/0299_0.png,0
0/0300_0.png,0
0/0301_0.png,0
