epoch,accuracy,loss,val_accuracy,val_loss
0,0.11999999731779099,2.3129327297210693,0.20618556439876556,2.22151780128479
1,0.17499999701976776,2.22245192527771,0.5360824465751648,2.0187177658081055
2,0.2800000011920929,2.084226608276367,0.5876288414001465,1.7317804098129272
3,0.29750001430511475,1.9638094902038574,0.6907216310501099,1.422510027885437
4,0.3449999988079071,1.8875595331192017,0.7731958627700806,1.2920951843261719
5,0.4650000035762787,1.6980528831481934,0.6907216310501099,1.062861680984497
6,0.4449999928474426,1.623511552810669,0.8247422575950623,0.9593956470489502
7,0.4724999964237213,1.587134838104248,0.8659793734550476,0.8765566349029541
8,0.5249999761581421,1.4103986024856567,0.907216489315033,0.6892606019973755
9,0.5874999761581421,1.375624656677246,0.9175257682800293,0.5943654179573059
10,0.6025000214576721,1.273422360420227,0.8865979313850403,0.5623058080673218
11,0.5849999785423279,1.2884130477905273,0.8969072103500366,0.5116920471191406
12,0.6424999833106995,1.2314289808273315,0.938144326210022,0.49279510974884033
13,0.6499999761581421,1.1039334535598755,0.9175257682800293,0.4335102140903473
14,0.6499999761581421,1.0968700647354126,0.9484536051750183,0.4325176179409027
15,0.6175000071525574,1.1285429000854492,0.9175257682800293,0.4359363615512848
16,0.6800000071525574,1.0638593435287476,0.9484536051750183,0.36941051483154297
17,0.7124999761581421,0.9652772545814514,0.9484536051750183,0.3295644521713257
18,0.7124999761581421,0.9595276713371277,0.9175257682800293,0.34884363412857056
19,0.7049999833106995,0.9866034984588623,0.9484536051750183,0.3509996235370636
20,0.7574999928474426,0.80817049741745,0.9278350472450256,0.2872989773750305
21,0.7325000166893005,0.8535700440406799,0.9484536051750183,0.30398204922676086
22,0.7275000214576721,0.879385232925415,0.9175257682800293,0.3089957535266876
23,0.7400000095367432,0.7886685132980347,0.9175257682800293,0.32966411113739014
24,0.7450000047683716,0.8470399379730225,0.9484536051750183,0.2908231019973755
25,0.7475000023841858,0.7916979789733887,0.9278350472450256,0.31623905897140503
26,0.7774999737739563,0.7498444318771362,0.938144326210022,0.2937159836292267
27,0.762499988079071,0.7602609395980835,0.9587628841400146,0.30685290694236755
28,0.8125,0.6513246893882751,0.907216489315033,0.3313779830932617
29,0.8025000095367432,0.6785683631896973,0.9484536051750183,0.2732784152030945
30,0.7875000238418579,0.6836280226707458,0.9484536051750183,0.2705173194408417
31,0.824999988079071,0.6039409041404724,0.9587628841400146,0.2834562659263611
32,0.7975000143051147,0.7045753598213196,0.9587628841400146,0.27249282598495483
33,0.7950000166893005,0.6926963329315186,0.9175257682800293,0.3009052276611328
34,0.7825000286102295,0.6977887749671936,0.9484536051750183,0.2740827202796936
35,0.8025000095367432,0.6529171466827393,0.9278350472450256,0.2841015160083771
36,0.8075000047683716,0.6196069717407227,0.9278350472450256,0.3169249892234802
37,0.8299999833106995,0.6076318621635437,0.9484536051750183,0.28212133049964905
38,0.8149999976158142,0.6197763681411743,0.938144326210022,0.34590283036231995
39,0.824999988079071,0.6211031675338745,0.9278350472450256,0.3254900276660919
40,0.8125,0.5971595048904419,0.938144326210022,0.342456191778183
41,0.8324999809265137,0.5242646932601929,0.9278350472450256,0.2865411937236786
42,0.8500000238418579,0.5500631928443909,0.9587628841400146,0.274086594581604
43,0.824999988079071,0.6123579144477844,0.9587628841400146,0.2687416970729828
44,0.8475000262260437,0.5452442169189453,0.938144326210022,0.2837516665458679
45,0.8600000143051147,0.5334718823432922,0.938144326210022,0.29792192578315735
46,0.8349999785423279,0.5243661403656006,0.969072163105011,0.25953206419944763
47,0.8600000143051147,0.5145998001098633,0.969072163105011,0.2690459191799164
48,0.8174999952316284,0.5725124478340149,0.9484536051750183,0.2704591453075409
49,0.8500000238418579,0.5238996744155884,0.9587628841400146,0.27532342076301575
50,0.8374999761581421,0.5444390773773193,0.9587628841400146,0.2847858667373657
51,0.8500000238418579,0.4862251281738281,0.938144326210022,0.2801245152950287
52,0.8525000214576721,0.5309773087501526,0.969072163105011,0.2973286211490631
53,0.862500011920929,0.49316084384918213,0.9587628841400146,0.2944889962673187
54,0.8399999737739563,0.5230187773704529,0.9484536051750183,0.27406376600265503
55,0.8125,0.5860571265220642,0.9587628841400146,0.26153337955474854
56,0.8774999976158142,0.4704509377479553,0.969072163105011,0.2560046911239624
57,0.875,0.4712502956390381,0.9484536051750183,0.27149179577827454
58,0.8525000214576721,0.47035107016563416,0.969072163105011,0.2685774266719818
59,0.8600000143051147,0.4877311587333679,0.9484536051750183,0.27046772837638855
60,0.8650000095367432,0.47924527525901794,0.9587628841400146,0.2578223645687103
61,0.8500000238418579,0.5170426368713379,0.969072163105011,0.23898479342460632
62,0.8450000286102295,0.5083506107330322,0.938144326210022,0.27089861035346985
63,0.8600000143051147,0.47658202052116394,0.969072163105011,0.25183218717575073
64,0.8550000190734863,0.5051978230476379,0.969072163105011,0.25784385204315186
65,0.8650000095367432,0.5249584913253784,0.969072163105011,0.2542212903499603
66,0.8650000095367432,0.4538653492927551,0.969072163105011,0.2607414424419403
67,0.862500011920929,0.4750519096851349,0.969072163105011,0.2720164358615875
68,0.8349999785423279,0.5524061918258667,0.969072163105011,0.26864945888519287
69,0.8974999785423279,0.4523352384567261,0.969072163105011,0.26323366165161133
70,0.8349999785423279,0.543518602848053,0.969072163105011,0.2668439745903015
71,0.8700000047683716,0.46942338347435,0.969072163105011,0.2589511573314667
